Date,ProductName,Category,Quantity,UnitPrice,TotalPrice,PaymentType,Country,City,PostalCode,ShippingCost,OrderStatus,ReturnStatus,Rating,Feedback,ShippingDate,DeliveryDate,CustomerFullName,CustomerPhone,CustomerEmail,CustomerAddress,ProductDescription,SupplierName,SupplierContact,PurchasePrice,Profit,Discount,Tax,TaxAmount,FinalPrice,PaymentStatus,ShipmentTrackingNumber,Carrier,EstimatedDelivery,ActualDelivery,DeliveryStatus,ProductReturnDate,ReturnReason,RefundAmount,CustomerSupportContact,PromotionApplied,CouponCode,MembershipStatus,ReviewComment,ReviewDate,FollowUpAction
2021-09-27,IUZTGVDMMJRQT,Clothing,6,250.88,1505.28,Bank Transfer,France,New York,73094,34.42,Cancelled,Not Returned,5,OKMRHIVKQAKGHSYDDSXIQRANDJWNGLVPEKDMHGKKZQVNBT,2021-09-29,2021-10-06,XEEHNHITCJ,+12131695514,grivr@example.com,NCJGRDTLVGNBQFSFBZMWOJHENYFLC,,OZAQV,MHGWSJLBNJQ,205.26,273.72,0.13,0.07,105.37,1414.9636,Pending,,FedEx,2021-10-04,2021-10-06,Early,,,,,,,,,,
2021-10-04,MQVDAAOM,Clothing,2,250.88,501.76,Debit Card,Canada,Toronto,28423,34.42,Completed,Returned,4,HVBUOEFQHSEWSNJMVEGJKCMBDCODWUDOFWELGCGL,2021-10-06,2021-10-10,AJUFHFBHUCV,,eoapm@example.com,RWAOQHMFNSIAUAMGADRZYCVGRARXI,,GPBOVTYKXXBKUP,WYOAOZTONM,205.26,91.24,0.1,0.07,35.12,486.704,Processed,658685,FedEx,2021-10-08,2021-10-09,Early,,,,,,,,,,
2021-10-04,XZHRM,Toys & Games,8,250.88,2007.04,Debit Card,France,Toronto,27568,34.42,Cancelled,Returned,4,SFHFZCEIXPVPIRMKYJJFPYLDEBSADLBLPB,2021-10-06,2021-10-10,SGWWXWMDUNDRGMC,+10184311563,pbyzq@example.com,QBDOHOYGXITLDNKSWNKTMN,,SPHUTE,HISSWIWGNBL,205.26,364.96,0.27,0.07,140.49,1605.6292,Processed,470580,DHL,2021-10-09,2021-10-10,Early,,,,,,,,,,
2021-10-06,NHHZOMGEQYP,Home & Kitchen,6,250.88,1505.28,Bank Transfer,UK,New York,57411,34.42,Cancelled,Returned,5,ZBDFWGWOTLENPKLSQXZGINZTLOLUUWMIXGAJ,2021-10-07,2021-10-09,AYKSGYNGXV,+16072662418,ditjq@example.com,QPHQLSIKZAQSMLWLMFMUKTUUKLW,,ZNNWVRZEJOMI,BVLZOHHVRN,205.26,273.72,0.05,0.07,105.37,1535.386,Pending,457124,USPS,2021-10-07,2021-10-08,On Time,,,,,,,,,,
2021-10-07,BVRQGMRNRMK,Electronics,5,250.88,1254.4,Debit Card,Canada,Berlin,13934,34.42,Refunded,Not Returned,4,FZOOIMWAICITYOXGDYTQVDZSEPCKYVOSUXNPXFEUQPBKDFGQ,2021-10-10,2021-10-13,PQZNXVORLMZX,+14392062909,efqhq@example.com,VOINCGFCWWJQVONKWRZOSYHK,,ISYIEFWJZJFUA,JDPPUQIKZMAGKYCBNJ,205.26,228.1,0.08,0.07,87.81,1241.858,Processed,412821,USPS,2021-10-11,2021-10-13,Delayed,,,,,,,,,,
2021-10-07,UPWQHSTOI,Toys & Games,2,250.88,501.76,Debit Card,France,London,86945,34.42,Pending,Returned,1,AYOTLOWVOIPBOOGUMWQKJYANEHA,2021-10-10,2021-10-13,JILYYDFNDZJEG,+19772921783,visea@example.com,CSKSRUNNMSLSKAF,,MHXMFSLO,TQHOVFTVBVOPBVNYW,205.26,91.24,0.1,0.07,35.12,486.704,Failed,794713,DHL,2021-10-14,2021-10-12,On Time,,,,,,,,,,
2021-10-08,JLUWTAYT,Toys & Games,7,250.88,1756.16,Bank Transfer,USA,London,18172,34.42,Completed,Returned,1,BGGIVDWGTRMKINHUNUQYNZXEJF,2021-10-10,2021-10-19,JVZTMOUEYPFDFWWZ,+13424374631,qrfwn@example.com,JIFMFTQBBJABOUDHSTXQGVEAREYG,,WKISKFOQLXBU,AIQUNWJMMZVSH,205.26,319.34,0.08,0.07,122.93,1738.5972,Pending,999353,USPS,2021-10-17,2021-10-19,Delayed,,,,,,,,,,
2021-10-11,VOALCKBPIOLAM,Clothing,2,250.88,501.76,Credit Card,USA,New York,37358,34.42,Completed,Not Returned,1,JKZXFJNTCGBGQMZUIMOMQHIIHPTGQGFEQHZAPQCMHPXGUOX,2021-10-13,2021-10-22,FKNWOADGJANX,+17385788862,uaqal@example.com,GQMXDLRWVYLYDUPNUHQVEBTWBVUL,,DYCBSEQPPZ,YQHDGWTXQETDSAUX,205.26,91.24,0.18,0.07,35.12,446.5632,,,DHL,2021-10-21,2021-10-22,Delayed,,,,,,,,,,
2021-10-12,YHHLAKHJSKGKQ,Clothing,5,250.88,1254.4,Bank Transfer,USA,Berlin,76313,34.42,Completed,Returned,2,XBJEDOMQUWARONILEWBWW,2021-10-15,2021-10-20,NVSFTYTFKVKQTIN,+17684316559,cmdxi@example.com,QQHYGYRZZHONPFWWOVDCMLIELA,,QYSBEAZN,FLQEVIIESVXKLEHQHBW,205.26,228.1,0.18,0.07,87.81,1116.418,Processed,114191,UPS,2021-10-21,2021-10-20,On Time,,,,,,,,,,
2021-10-16,ZUUHW,Electronics,2,250.88,501.76,Credit Card,USA,Toronto,29763,34.42,Completed,Returned,4,UIRDBXAYLMNECDQSKHLRRIEUQM,2021-10-20,2021-10-29,FDGJGEDODOGFDSBOTWB,,pneto@example.com,XUUBHLVQILFCVDI,,IQLXXWZTLOP,,205.26,91.24,0.02,0.07,35.12,526.8448,Failed,538237,UPS,2021-10-27,2021-10-29,Delayed,,,,,,,,,,
2021-10-21,FVRFEMSVHIQC,Clothing,2,250.88,501.76,Credit Card,Australia,Sydney,58673,34.42,Pending,Not Returned,2,XVNOWNDRALVIJURQSDPGIHYGJ,2021-10-25,2021-10-29,NIPVIQVCVELENQEMVO,+13159271281,,XBCOXRZHHUOEHNGNHQWGRMYLOMP,,RVNLKOUUHQH,ULCHXKAXDFJO,205.26,91.24,0.04,0.07,35.12,516.8096,Failed,709365,FedEx,2021-10-28,2021-10-28,On Time,,,,,,,,,,
2021-10-23,KXQUSBH,Books,7,250.88,1756.16,Debit Card,USA,New York,95997,34.42,Completed,Returned,3,XQLNLYBLNGZZMUDAQCQHCJBVDNK,2021-10-25,2021-10-30,JPWPQGKNLI,,nngyj@example.com,OFHNOFGSBDTLMLMOUOWNCVHXYLRT,,JFFQHMOD,NBXWTUFCBNRODPWLQ,205.26,319.34,0.06,0.07,122.93,1773.7204,Failed,433497,DHL,2021-10-29,2021-10-30,On Time,,,,,,,,,,
2021-10-29,GQFSXFB,Clothing,9,250.88,2257.92,Debit Card,Canada,Paris,77975,34.42,Refunded,Not Returned,5,MDBBKVEITUQLRCEUTNPZSIQVGJDJCXIMA,2021-11-01,2021-11-04,NPJESGVXHJVWCNTW,+11386205836,oorip@example.com,GVNSUSZLGHKHPII,,OWNKTQYJFFAED,TILEQCFCVF,205.26,410.58,0.02,0.07,158.05,2370.8116,Failed,117004,USPS,2021-11-02,2021-11-04,On Time,,,,,,,,,,
2021-10-30,WESTDVZQKD,Clothing,5,250.88,1254.4,Credit Card,Germany,Berlin,17804,34.42,Refunded,Returned,3,OKJYGAGEZWPYHVBHNDXOGTHKBIFWZACJEL,2021-11-03,2021-11-05,COJGSJNHWTAFOEN,+12040160563,buoma@example.com,KJUIECMPIHXFBFSRFX,,GTCBH,ZMUYSOZGMTBZSS,205.26,228.1,0.04,0.07,87.81,1292.034,,349345,USPS,2021-11-06,2021-11-05,On Time,,,,,,,,,,
2021-11-01,MTZQIDWNSZCNHX,Books,7,250.88,1756.16,Credit Card,Australia,Paris,57594,34.42,Completed,Returned,2,AIUMSGZPHZZSGWDJYAQUMSZMIEWABKDIEEYHBGQZKO,2021-11-04,2021-11-06,ZFASOBSQKRXNSIKKDR,+13146377629,bpwdw@example.com,TXXWBDPCGCGKPPXNPTGYW,,ZYEJLQNZE,CZFMNFIXJPWO,205.26,319.34,0.07,0.07,122.93,1756.1588,Processed,235723,DHL,2021-11-06,2021-11-05,Early,,,,,,,,,,
2021-11-10,JRPHA,Electronics,4,250.88,1003.52,Debit Card,Germany,Paris,88748,34.42,Completed,Not Returned,1,CMRTTCBETEMHPRYZPAHUBXEZONZCGDKZLOFZXARNXGJI,2021-11-11,2021-11-17,IEAYIGATQCWAXMZT,+18790869934,,IEJKVRJNWIBIUQEN,,XFOEHAUCU,ZBNQWWAVKNL,205.26,182.48,0.1,0.07,70.25,973.418,,559467,FedEx,2021-11-16,2021-11-17,On Time,,,,,,,,,,
2021-11-11,XPRDFLIOPXLX,Books,2,250.88,501.76,PayPal,Canada,New York,97189,34.42,Pending,Returned,4,HVATBGYPVDUQDZCIVOTCL,2021-11-13,2021-11-21,LQUHXWWXXOQBJ,+16736583327,,XSIUCZQDGCIUNLFW,,ODYBZQL,,205.26,91.24,0.24,0.07,35.12,416.4576,Pending,475002,DHL,2021-11-19,2021-11-21,Early,,,,,,,,,,
2021-11-12,NMYBCZXVJIZ,Toys & Games,3,250.88,752.64,Credit Card,Canada,Berlin,97507,34.42,Pending,Not Returned,4,THLUMOKQUXLTRPCIGSESJTLHCSKHZMZWWJ,2021-11-16,2021-11-18,AYYMLOJBVOTJWBMJQ,+17325876641,labqq@example.com,NURCPKMINOSBXMXWRBCNZALE,,HEYJSIPA,WEEWWGYQACPV,205.26,136.86,0.07,0.07,52.68,752.6352,,386316,USPS,2021-11-18,2021-11-17,On Time,,,,,,,,,,
2021-11-14,HJSCXECZ,Books,2,250.88,501.76,Credit Card,UK,Paris,77525,34.42,Completed,Returned,1,LGZKJCGDHHFMLCFVSKDOBOQBGZPEPYSBODBWJ,2021-11-16,2021-11-24,LILYULSVZQPJXJTBTA,+18289109607,hdmzm@example.com,STIWGCGOYKZYJAICFRDSFADAQD,,YNYZUP,YAUGJCRCGOA,205.26,91.24,0.2,0.07,35.12,436.528,,270539,DHL,2021-11-23,2021-11-23,Delayed,,,,,,,,,,
2021-11-16,OCLIU,Home & Kitchen,5,250.88,1254.4,Credit Card,Australia,Berlin,83404,34.42,Pending,Returned,4,XERDARTFTTNZJRILJXXUSFNYHWNKXPTFOONULBHSN,2021-11-17,2021-11-21,OZXOFQMARWBCKYAYFPO,+12280612972,,GHCLSJTFRFVREKGICWS,,LMTIZBSOOXARUG,SEZUVGKAVBNJCNEQG,205.26,228.1,0.02,0.07,87.81,1317.122,Processed,444792,USPS,2021-11-22,2021-11-20,Early,,,,,,,,,,
2021-11-17,OBWRTLWDWPWPAV,Toys & Games,6,250.88,1505.28,Debit Card,Germany,London,34604,34.42,Cancelled,Not Returned,5,XIMINEBGPKKWLMHXPUAMKDDO,2021-11-20,2021-11-26,LJXGJGFMKXYHYECDDY,+11627357342,aicgo@example.com,ROTXEHVLQSXNPODRHEQHMIXNQV,,ISKDZALAQTIHDH,XKFPNQONGJ,205.26,273.72,0.2,0.07,105.37,1309.594,Failed,228914,USPS,2021-11-26,2021-11-25,On Time,,,,,,,,,,
2021-11-22,BCZUYTQTVUATF,Clothing,7,250.88,1756.16,Bank Transfer,USA,Sydney,32135,34.42,Completed,Not Returned,5,CXSUBFVXHQEBZLEJITHAXFXVKCOKXEZPUGFIGCKLUYKZBA,2021-11-24,2021-11-28,AOMEREKUCDGZDCJTKR,+13976548325,gkpzz@example.com,GAXDTKJMTVMVFRULBFGV,,VJROSTWXKXD,GOXZNOSUZPBB,205.26,319.34,0.24,0.07,122.93,1457.6116,Processed,964560,DHL,2021-11-26,2021-11-28,On Time,,,,,,,,,,
2021-11-27,ZNTONYUXYZEFQK,Toys & Games,3,250.88,752.64,Credit Card,Canada,Paris,47918,34.42,Pending,Returned,5,XXBNMXEBWWSQKPTRTHBQKNPOOCZGLVVWXCSJHPPLWZETFY,2021-12-01,2021-12-10,UIYQLAXWGN,+11852189258,ltxhm@example.com,KZZUINKFSOYNLMELQ,,HPMEMSBLIAWNG,PSDCKXQEWI,205.26,136.86,0.18,0.07,52.68,669.8448,Pending,536314,UPS,2021-12-10,2021-12-10,Delayed,,,,,,,,,,
2021-12-02,DRUCVHWCHRJ,Electronics,4,250.88,1003.52,Credit Card,USA,Paris,60849,34.42,Refunded,Returned,3,HQLVNBSFRDVEFOFHIUVFVBPTA,2021-12-03,2021-12-12,LUHGNBBTQJUEAEDLNZ,+12813926330,bhole@example.com,SCRRICZKTPOFZIANSCVIIEYF,,WNQBI,YIDPOJEPFP,205.26,182.48,0.06,0.07,70.25,1013.5588,Failed,692367,USPS,2021-12-12,2021-12-11,Delayed,,,,,,,,,,
2021-12-03,TQHWKEZMUWEXM,Electronics,8,250.88,2007.04,Credit Card,Germany,Berlin,40847,34.42,Completed,Returned,1,PAAGPQPPFRVVCHDWDQVEYNOYLMXWRNXSVZGFEDRYNPWWTNEVK,2021-12-07,2021-12-12,DYICCCGAMDYLHS,+19244369936,blfhd@example.com,XLGGTJPQMENINHTJIVG,,PIYDOUJGFOYB,VUOCSIEPCHXNC,205.26,364.96,0.1,0.07,140.49,1946.826,Processed,889584,USPS,2021-12-11,2021-12-11,On Time,,,,,,,,,,
2021-12-04,EIPBAHSKLL,Books,4,250.88,1003.52,Bank Transfer,Australia,Sydney,53774,34.42,Completed,Not Returned,5,RDMTMDWWGWBUZRUFPCVOUTJIKNXLGKQ,2021-12-07,2021-12-15,FJMCIJMPWHZKBSWBF,+15547885402,jpyhp@example.com,JZHQTFTSMEDULOBOSHOXJMXS,,ORNRCTVNFNBV,ICHLQNPSDCMIMLZU,205.26,182.48,0.24,0.07,70.25,832.9252,Pending,,FedEx,2021-12-14,2021-12-14,Delayed,,,,,,,,,,
2021-12-04,ZMHVZIGZUXO,Toys & Games,7,250.88,1756.16,Bank Transfer,France,London,70709,34.42,Refunded,Not Returned,2,IVWMPCEWQAUIWQMOUHHBWJEPYSAMDGABPNEYNQLTLCUU,2021-12-08,2021-12-13,KPFEICUUHHQFLFOK,+17007615875,wgxlg@example.com,KRSRSGENKKUBYIA,,PUQPPHFRWNPH,CBZFYPWRICWZ,205.26,319.34,0.13,0.07,122.93,1650.7892,Processed,448293,USPS,2021-12-11,2021-12-13,Delayed,,,,,,,,,,
2021-12-04,WTYLAW,Clothing,6,250.88,1505.28,Credit Card,France,Paris,20680,34.42,Refunded,Returned,5,BUYUOKJRWVWXZUBGGXGZWNYXBBWZOKJCQIONSQVTQPTHG,2021-12-08,2021-12-10,BUFSQIBDYIHDAKKGRHO,,,XHYBFBQGCXSLRXHLZAAJCJDXLNHXG,,NQVVHP,PDNDRRRUCZGMGVMX,205.26,273.72,0.08,0.07,105.37,1490.2276,Failed,327665,DHL,2021-12-11,2021-12-09,Early,,,,,,,,,,
2021-12-05,HEOAAYJVJU,Electronics,7,250.88,1756.16,Credit Card,Canada,New York,65037,34.42,Pending,Returned,3,AZLYFPRSWCCECSENUPYAQKIUDBIVYED,2021-12-09,2021-12-15,JNBJSOVTBQCDYYELUWX,+14898316060,,QUOOEUASABKLKHT,,XJJURURIUAY,PYOMJJEDSOIPD,205.26,319.34,0.28,0.07,122.93,1387.3652,Pending,329162,UPS,2021-12-14,2021-12-15,Delayed,,,,,,,,,,
2021-12-07,VFCMP,Clothing,1,250.88,250.88,PayPal,UK,Berlin,68914,34.42,Refunded,Returned,2,EXXRMEZXSWCVRFFXEAHYAUFTNKBUDMGFCINTKENSHG,2021-12-08,2021-12-12,LEWORYSWYYCB,+14070501372,,UBIMJIMCQRHXMRZPUN,,OEQIYZZYFZZBMW,KQUAILWLJIUZYTPMCR,205.26,45.62,0.19,0.07,17.56,220.7728,Failed,844445,USPS,2021-12-12,2021-12-11,Delayed,,,,,,,,,,
2021-12-10,OQQVZMQFQPNM,Home & Kitchen,3,250.88,752.64,Bank Transfer,USA,Berlin,36309,34.42,Cancelled,Not Returned,1,GXWCCRMAEDPORQNNSFMRZOWGSQIKEBOXLJJTKJGNMESJHR,2021-12-14,2021-12-18,EMHFLGKHIDEDYL,+17659055975,ezowb@example.com,MDAAFOOGIMFJUULCOTKSZJI,,TDJWVK,SYMMLXABCVUUV,205.26,136.86,0.24,0.07,52.68,624.6864,Pending,863435,UPS,2021-12-18,2021-12-18,Early,,,,,,,,,,
2021-12-12,CNNOHOVMQU,Electronics,6,250.88,1505.28,PayPal,Canada,Paris,20349,34.42,Completed,Returned,1,EKTKPJOGOYPFKQOPXBDS,2021-12-16,2021-12-25,OHKNGPWHKAQ,+11921206486,hruyb@example.com,APUOQTZQYYDANVNOEOTLO,,WVQKDNCWWLDPGT,,205.26,273.72,0.01,0.07,105.37,1595.5972,Failed,924385,FedEx,2021-12-23,2021-12-25,On Time,,,,,,,,,,
2021-12-12,CFEVZQWYBZOE,Books,3,250.88,752.64,Credit Card,UK,London,85079,34.42,Cancelled,Not Returned,5,RUKICBROYVRSOQRRKRWCMNDRE,2021-12-13,2021-12-16,RLTVUEFZWBLKDGEK,+10016682275,brgne@example.com,VPGASGJVRHFAWYMH,,SZRUIKSQYURFC,MZLVBUMAJZJKIDQSJ,205.26,136.86,0.1,0.07,52.68,730.056,Pending,,DHL,2021-12-15,2021-12-15,Early,,,,,,,,,,
2021-12-14,TFFRRDQYNNMGLW,Home & Kitchen,7,250.88,1756.16,Credit Card,USA,Paris,70820,34.42,Pending,Not Returned,2,YLYGLHUUCVACKRGIDWXJRWPLSXVCHSISQ,2021-12-15,2021-12-17,IFMDKKPZTSFXQRDWRKL,+12725035439,indah@example.com,XXDEOEXKJIHBWPCRRJRCT,,CBSFCYYIRGBAE,IGZJLVTKDLL,205.26,319.34,0.14,0.07,122.93,1633.2276,Pending,,USPS,2021-12-18,2021-12-16,Delayed,,,,,,,,,,
2021-12-16,KOLCQCS,Toys & Games,9,250.88,2257.92,Credit Card,Germany,Toronto,84996,34.42,Refunded,Returned,2,BDKBDDTAYZKWBSHWTDYPOEEOWQCRKZFL,2021-12-17,2021-12-24,XCORPGKJITRYZUMZWJU,+10309326559,,AJHHTQOKPVWPAXTAYNNX,,CGFAWSTNJBKP,HTNGCYSNSJLRSXRM,205.26,410.58,0.18,0.07,158.05,2009.5444,Processed,480146,UPS,2021-12-23,2021-12-24,Early,,,,,,,,,,
2021-12-16,DCZPLHXQ,Clothing,3,250.88,752.64,Credit Card,France,Paris,44553,34.42,Completed,Not Returned,5,ZQNFJPRTFSCLPCPDYTMDDGULBPGSKAIEZQAQLYMXK,2021-12-19,2021-12-24,VEXLDCNCBHGVBR,+12526189103,wqbeo@example.com,DHPHZORMJXFSXABGLHMYAYR,,EVRPJ,UXFPRIMDMC,205.26,136.86,0.06,0.07,52.68,760.1616,Failed,741120,USPS,2021-12-22,2021-12-23,Delayed,,,,,,,,,,
2021-12-23,KRACDMFZNEP,Electronics,1,250.88,250.88,Debit Card,UK,Sydney,38525,34.42,Refunded,Not Returned,5,MFZVFTUJSCZGEHELDSRCGHOUQSDPZMLD,2021-12-24,2022-01-01,QNLZRYQPJDBENJHAIWU,+17659637397,jrxmu@example.com,LWVVSULBUOKSYACAIUNWPC,,VXHFWDEFOF,,205.26,45.62,0.15,0.07,17.56,230.808,Processed,254719,UPS,2022-01-02,2021-12-31,Early,,,,,,,,,,
2021-12-24,HPPDMZMB,Home & Kitchen,6,250.88,1505.28,Debit Card,USA,Sydney,15948,34.42,Refunded,Returned,4,QZILZOTBINDDFXEXQMTQSWAUQVYCNLO,2021-12-27,2022-01-05,IIRXEPBYDUWREH,+14869951501,nycft@example.com,IQZQDLNVNNPYIBEERKIILDCEUGXNE,,YTHMDVQ,TDINSPZNORO,205.26,273.72,0.21,0.07,105.37,1294.5412,,354904,FedEx,2022-01-04,2022-01-05,Early,,,,,,,,,,
2021-12-26,VHXOKIG,Home & Kitchen,1,250.88,250.88,Debit Card,Canada,Toronto,24498,34.42,Pending,Returned,4,TVBDMMWVYWQFKSPHAJBSNCWXI,2021-12-27,2022-01-03,LXBDKLSBJJ,+14601387983,wwulz@example.com,APYSWBREWKPIPCCTXBMFNX,,OVSKGA,IUUPWQJEINVX,205.26,45.62,0.1,0.07,17.56,243.352,Failed,691569,UPS,2022-01-03,2022-01-03,On Time,,,,,,,,,,
2021-12-29,HGXLSG,Electronics,1,250.88,250.88,PayPal,USA,Sydney,28991,34.42,Pending,Returned,5,HKOFBACYWRNQBSVIHJIHGVXFBIISIBSPVNTXAMVBVN,2021-12-30,2022-01-08,ZVSZTDRTRNT,,etigv@example.com,IRWCLSENZHUMHDPWUZCENYOGX,,SADXKGG,XAXVTCPEMEWYKQYCVFP,205.26,45.62,0.21,0.07,17.56,215.7552,Processed,554891,USPS,2022-01-06,2022-01-07,Delayed,,,,,,,,,,
2021-12-31,YPCJFRREUGBKMW,Toys & Games,8,250.88,2007.04,Bank Transfer,Canada,Sydney,69790,34.42,Pending,Returned,3,ORIVHGIIKDGUGDLZQTZC,2022-01-02,2022-01-10,OOYTDONGQWIDRMODR,+15777806981,,AWJHHIFOWXMIRTDTQMRYHJQ,,NMTZVRAMW,BESTVKWRCLWMU,205.26,364.96,0.12,0.07,140.49,1906.6852,Pending,921384,DHL,2022-01-11,2022-01-09,Early,,,,,,,,,,
2022-01-05,FXZNLDWFJ,Toys & Games,9,250.88,2257.92,Credit Card,France,New York,17660,34.42,Pending,Returned,4,ETPHUPSPROXRNXPEHPUAKKBVSXEC,2022-01-07,2022-01-10,GFMRVIKPHYEOZBEJSNM,+13538908900,egzmz@example.com,ZSTXLHSTCHXHLOANUAIMWA,,GFIJVCGY,TIIZGAASCGLPM,205.26,410.58,0.14,0.07,158.05,2099.8612,Failed,136196,UPS,2022-01-11,2022-01-10,Early,,,,,,,,,,
2022-01-08,OHZIEJ,Books,2,250.88,501.76,Bank Transfer,France,Berlin,36245,34.42,Completed,Returned,5,ZWHDMYVNAEUGWFOOHBNPWJOWDLJBDTFNWCOZASYAMHRVCWR,2022-01-10,2022-01-15,GRFOKQJPSKGUX,+14098584518,pkcdq@example.com,FNYGWKGXQZTGYRPFBTWBYOF,,LLMVWHDUTAFWBV,XQXINEKTFFX,205.26,91.24,0.04,0.07,35.12,516.8096,,297679,UPS,2022-01-14,2022-01-14,Delayed,,,,,,,,,,
2022-01-09,FPXCJKKQ,Toys & Games,9,250.88,2257.92,Debit Card,USA,Sydney,10238,34.42,Cancelled,Returned,2,ZIFTBZYDYRGKEHKXTTOXCGXHKJTIOZTXVEODEOQ,2022-01-11,2022-01-19,WNAQVMHSXHQEYKZN,+12474933429,ismzl@example.com,HIINMONPPSMLIDHLVALHDJATC,,JUACTD,AIJQCWUVMHTNTHSMF,205.26,410.58,0.2,0.07,158.05,1964.386,Failed,625475,DHL,2022-01-20,2022-01-19,Early,,,,,,,,,,
2022-01-14,DQISEVXF,Books,5,250.88,1254.4,Credit Card,USA,Berlin,29920,34.42,Cancelled,Not Returned,4,HYSIJEJVAYYVXDUEWGWETHQAVRLCTNPRJWOJASBMYP,2022-01-15,2022-01-20,LCIKIARCNDEUJECVTIL,+13432018911,vqmuk@example.com,BJHNMZMVHXEBUFHLJRGIJYZTZFVGL,,HVIVSB,FTBJKKCKHQZVY,205.26,228.1,0.07,0.07,87.81,1254.402,Processed,,USPS,2022-01-20,2022-01-20,On Time,,,,,,,,,,
2022-01-15,VATVPWK,Home & Kitchen,8,250.88,2007.04,Credit Card,Canada,London,56659,34.42,Completed,Returned,3,CUSNKLKKVURJPHFSMOMAUBMBYKM,2022-01-16,2022-01-25,KAWPYZYCMOA,+14982832466,jueqw@example.com,GZMREQOBVEXPAIDAKEJIGSXL,,CVZBGQYQIAAHQ,PTGVVYHMER,205.26,364.96,0.25,0.07,140.49,1645.77,Pending,505777,UPS,2022-01-26,2022-01-25,Delayed,,,,,,,,,,
2022-01-15,CILWNARQIIWJSO,Electronics,7,250.88,1756.16,PayPal,Canada,Paris,84874,34.42,Refunded,Returned,1,WVOANJRKGOCBVHHKPBVEGTMBZCIJX,2022-01-18,2022-01-26,WXPOFZVOTRQNVYZZRQ,+11661987157,uaphv@example.com,DLWDYCQZRINMEOUE,,SDRMVGZCNICG,LZSTRHXMHJNO,205.26,319.34,0.17,0.07,122.93,1580.5428,Processed,,FedEx,2022-01-24,2022-01-26,On Time,,,,,,,,,,
2022-01-20,OTWYBMXPO,Toys & Games,7,250.88,1756.16,Bank Transfer,UK,New York,52517,34.42,Completed,Returned,2,YUMEWGQOEXGBXRJANSPSFLCGXCYQOSSW,2022-01-21,2022-01-25,NGAYYCKRYN,+18069488296,wtqhn@example.com,JACSBWEAOATXICPHHWOLQKWDQK,,EICPPSYI,OZFNFWAJSKCWFI,205.26,319.34,0.17,0.07,122.93,1580.5428,Failed,,USPS,2022-01-25,2022-01-25,Delayed,,,,,,,,,,
2022-01-20,JNJYNZWIYNCTP,Books,4,250.88,1003.52,PayPal,UK,Toronto,85885,34.42,Cancelled,Returned,3,UTBGSGJLWRWFZTUHECBVFGHDLXLQVV,2022-01-23,2022-01-28,BTOGMDHUBMZD,+12370332175,qifub@example.com,SZTQHHGSBMDRMAYUCCPYAP,,AQLIVEOZ,IDCTSWKSQHFEHHCSPJ,205.26,182.48,0.27,0.07,70.25,802.8196,Processed,420984,UPS,2022-01-28,2022-01-27,On Time,,,,,,,,,,
2022-01-21,JCKKUU,Home & Kitchen,2,250.88,501.76,Debit Card,UK,London,56350,34.42,Cancelled,Returned,3,ILUQWJSZZKTVXMDOLYXZJVGXBUGHUSFUHYYVTD,2022-01-25,2022-01-31,AWCWCLXDAQTIEUCU,+11776782161,xysmj@example.com,CONKMELQUUFXQYY,,CBMGIVJ,CIHHYHTGNVQLEBYO,205.26,91.24,0.05,0.07,35.12,511.792,Failed,,FedEx,2022-01-30,2022-01-31,Delayed,,,,,,,,,,
2022-01-22,MGWQBLYJRV,Toys & Games,5,250.88,1254.4,Bank Transfer,USA,New York,87179,34.42,Completed,Returned,3,TXIEFSLEERZFIKWNXBNYSJEWDGXMJJDPOUKSUXCOPNEZ,2022-01-26,2022-01-31,CELCAVCPRCEEILPI,+12588910567,xjoez@example.com,VJVXHRYJAEZRZAW,,VPKXH,LOLWRWDKVOYX,205.26,228.1,0.16,0.07,87.81,1141.506,Pending,107147,FedEx,2022-01-31,2022-01-31,Early,,,,,,,,,,
2022-01-23,SRCUZ,Clothing,3,250.88,752.64,Debit Card,Australia,New York,38274,34.42,Pending,Not Returned,2,RSAYIUNTUTUWKXBTXWYEVXOLNKUITHLCUOHZ,2022-01-24,2022-02-01,VYYKVQAYCEV,+13680246400,tzygm@example.com,RXEVJNLGMDSROOAPDVSCZXE,,MPCMQUFJIRQGBK,EETYJXVJVFFWFXGRZD,205.26,136.86,0.11,0.07,52.68,722.5296,Pending,442336,DHL,2022-02-02,2022-02-01,Delayed,,,,,,,,,,
2022-01-24,YLKOOPJLMD,Home & Kitchen,9,250.88,2257.92,PayPal,Australia,Toronto,55013,34.42,Refunded,Returned,3,GQLTRROWCSOPVVQAKFWITPZFLSMMDINNQEWSBMKBAUCLGAI,2022-01-28,2022-02-03,OQDVXWNBDE,+10762376658,tukub@example.com,JILNOAPFESOAQUGH,,CNTMWQ,RTBBGKRTGVTYEBNG,205.26,410.58,0.29,0.07,158.05,1761.1732,Processed,738935,USPS,2022-02-04,2022-02-02,Early,,,,,,,,,,
